"dining_hall","day_of_week","meal","zone","item_name","protein_g","calories","source_url","scraped_at"
"segundo","Sunday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09",,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Red Zone","Seasoned Wedge Fries","2.7","272.53","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Red Zone","Teriyaki Tofu with Sticky Rice","18.14","458.42","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Yellow Zone","Penne Marinara","13.88","322.42","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Yellow Zone","Garlic Breadsticks","2.87",,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Yellow Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Yellow Zone","Cheese Pizza","8.47","201.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Green Zone","Mexican Chicken Tortilla Soup","4.49","49.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Green Zone","Tuscan Mushroom Bean Soup","1.76","44.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Purple Zone","Chicken Burrito Bowl","32.18","450.54","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Purple Zone","Assorted Vegetables",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Pink Zone","Double Chocolate Chip Mint Condition Cookie","2.98","242.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Sunday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Red Zone","Spicy Sidewinder Potato with Fried Egg","11.12","920.06","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Red Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Red Zone","Chicken Breakfast Sausage","7.68","71.02","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Raised Chocolate Donut","5.67","419.29","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Old Fashioned Plain Donut","2.83","238.14","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Cinnamon Sugar Cake Donut","3.54","255.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Blueberry Muffin","2.27","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Cinnamon Rolls with Cream Cheese Frosting","6.02","360.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Everything Bagel","6.52","185.41","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Breakfast","Pink Zone","Plain Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Yellow Zone","BBQ Chicken Pizza","10.92","233.77","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Yellow Zone","Mushroom and Onion Pizza","3.59","68.52","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Blue Zone","Mongolian BBQ","3.84","93.48","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Blue Zone","Veggie Mongolian BBQ","3.44","104.27","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Italian Feta Pasta Salad","6.43","164.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Minestrone","1.63","37.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Green Zone","Chicken Tikka Masala",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Purple Zone","Chicken Burrito Bowl","32.18","450.54","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Purple Zone","Salsa Verde with Red Chile","1.0","32.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Purple Zone","Seasonal Veggies","0.59","47.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Purple Zone","Corn Chips & Salsa","1.0","45.14","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Pink Zone","Dessert Lemon Bar","2.08","207.43","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Lunch","Pink Zone","Chocolate Ganache Swirl Cheesecake","4.25","313.55","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Red Zone","Chipotle Stew","5.12","260.39","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","Ravioli with Roasted Aggie-Grown Tomato Sauce","15.47","488.62","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","Garlic Breadsticks","2.87","86.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","Ravioli with Roasted Aggie-Grown Tomato Sauce","15.47","488.62","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","Garlic Breadsticks","2.87","86.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","BBQ Chicken Pizza","10.92","233.77","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Yellow Zone","Mushroom and Onion Pizza","3.59","68.52","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Blue Zone","Korean Beef with Sticky Rice","36.23","443.8","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Green Zone","Minestrone","1.63","37.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Green Zone","Masala Cauliflower Soup","1.32","66.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Purple Zone","Lemon Garlic Chicken","46.31","369.8","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Purple Zone","Spicy Lemon Lentils","3.77","103.01","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Purple Zone","South West Black Beans",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Purple Zone","Assorted Vegetables",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Strawberry Shortcake","2.66","306.13","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Double Chocolate Cake","2.41","208.52","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Monday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Red Zone","Chicken Fried Steak and Biscuit","38.7","708.16","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Red Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Red Zone","Pork Sausage Patties","5.06","182.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Red Zone","Fried Tater Tots","2.7","312.64","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","Overnight Oats","1.25","37.77","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Raised Crumb Donut","2.83","202.98","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Red Velvet Glazed Cake Donut","4.54","340.19","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Winter White Cake Donut","3.54","297.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Poppy Seed Bread","6.17","493.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Yellow Conchas - Sweet Bread","2.99","139.31","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Breakfast","Pink Zone","Onion Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Yellow Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Yellow Zone","Cheese Pizza","8.47","201.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Blue Zone","Korean-Inspired Burger Bar","8.08","453.26","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Green Zone","Grandma Mary's Chicken Soup","5.31","53.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Green Zone","Carrot Spiced Soup","0.88","48.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Purple Zone","Caribbean BBQ Chicken Wings","30.52","456.06","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Purple Zone","Braised Collard Greens with Bacon","7.83","104.5","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Pink Zone","New York Cheesecake Bar","4.82","283.5","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Pink Zone","Frosted Brownie","1.77","234.73","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Lunch","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Red Zone","Chicken Parmesan Sandwich","24.3","669.48","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Red Zone","Chipotle Bean Tostada","4.68","321.26","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Yellow Zone","Grilled Chicken Inasal with Java Rice","29.38","561.72","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Yellow Zone","Grilled Chicken Inasal with Java Rice","29.38","561.72","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Yellow Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Yellow Zone","Cheese Pizza","8.47","201.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Blue Zone","Red Curry Fish with Jasmine Rice","36.42","524.58","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Blue Zone","Sautéed Bok Choy","0.64","8.21","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Green Zone","Grandma Mary's Chicken Soup","5.31","53.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Green Zone","Carrot Spiced Soup","0.88","48.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Purple Zone","Tri Tip","29.85","255.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Purple Zone","White Beans with Kale","5.4","96.45","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Purple Zone","Veggie Medley",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Purple Zone","Roasted Herb Potatoes",,,"https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Lemon Shortcake","3.99","346.07","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Tuxedo Truffle Mousse Cake","5.33","386.38","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Double Chocolate Chip Mint Condition Cookie","2.98","242.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Tuesday","Dinner","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Red Zone","Breakfast Burrito Bar","8.77","118.42","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Red Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Red Zone","Bacon","24.34","283.94","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Red Zone","Diced Hash Browns","2.71","259.58","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Omelette Bar","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Veggie Omelette Bar","2.13","49.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Fried Eggs to Order","7.11","196.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Scrambled Egg Whites","12.34","121.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Diced Hash Browns","2.71","259.58","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Yellow Zone","Just Egg - Plant Based Omelette Bar","9.77","136.6","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Breakfast Bread","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Raised Maple Donut","2.83","232.47","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Powdered Sugar Cake Donut","2.83","232.47","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Winter White Cake Donut","3.54","297.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Cinnamon Sugar Cake Donut","3.54","255.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Cranberry Orange Muffin","2.27","200.15","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Butter Croissant","5.97","278.39","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Poppy Seed Bagel","7.03","195.61","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Breakfast","Pink Zone","Plain Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
