"dining_hall","day_of_week","meal","zone","item_name","protein_g","calories","source_url","scraped_at"
"cuarto","Thursday","Breakfast","Pink Zone","Raised Glazed Donut","2.08","201.08","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Old Fashioned Chocolate Donut","3.54","290.3","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Glazed Cake Donut","3.54","269.32","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Apricot Danish Stick","3.0","150.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Chocolate Cherry Scone","4.99","309.72","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Orange Cranberry Muffin","3.99","319.64","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Plain Bagel","9.25","328.94","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Breakfast","Pink Zone","Everything Bagel","10.04","351.53","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Red Zone","Grass-Fed Bistro Burger","28.48","865.52","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Red Zone","Mediterranean Burger","15.94","582.85","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Yellow Zone","Pork Belly Bao Bun","11.07","527.04","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Yellow Zone","Indian Samosa with Chutney","8.61","500.08","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Blue Zone","Beef and Lamb Gyro","17.12","512.2","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Blue Zone","Pepperoni & Cheese Pizzas","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Blue Zone","Combo Pizza","10.08","238.82","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Green Zone","Turkey Chili with Beans","8.16","110.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Green Zone","Tomato Bisque","1.22","78.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Purple Zone","Aggie Bar","9.96","178.96","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Chocolate Chip Brownies","4.01","441.12","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Dessert Lemon Bar","2.08","207.43","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Lunch","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Red Zone","Mediterranean Burger","15.94","582.85","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Yellow Zone","Bacon and Shrimp Okonomiyaki","16.52","454.75","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Yellow Zone","Mushroom Sugo Pasta","10.68","538.44","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Blue Zone","Creamy Marinara with Penne","12.9","456.52","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Blue Zone","Garlic Breadsticks","2.87","86.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Blue Zone","Pepperoni & Cheese Pizzas","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Blue Zone","Combo Pizza","10.08","238.82","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Green Zone","Turkey Chili with Beans","8.16","110.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Green Zone","Tomato Bisque","1.22","78.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Purple Zone","Aggie Bar","9.96","178.96","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Strawberry Shortcake","2.66","306.13","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Tres Leches Cake","3.33","143.19","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Thursday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Red Zone","Buttermilk Pancakes","1.39","80.25","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Chicken Apple Breakfast Sausage","8.1","91.29","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Seasoned Wedge Fries","2.7","272.53","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Build Your Own Omelette","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Fried Eggs to Order","7.11","196.04","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Green Zone","Fruit & Yogurt Bar","2.37","67.34","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Raised Sugar Donut","4.25","382.72","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Strawberry Icing Cake Donut","2.83","249.48","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Glazed Cake Donut","3.54","269.32","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Cinnamon Sugar Cake Donut","3.54","255.15","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Raspberry Danish","2.98","218.86","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Lemon Blueberry Scone","4.99","239.55","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Apple Cinnamon Muffin","3.99","309.72","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Plain Bagel","9.25","328.94","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Breakfast","Pink Zone","Onion Bagel","10.04","331.12","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Red Zone","Grass-Fed Cowboy Burger","43.83","1045.43","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Red Zone","Impossible Buffalo Burger","24.0","519.49","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Yellow Zone","Taco Bar!!!","1.5","38.88","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Yellow Zone","Tinga de Soya","15.65","237.82","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Blue Zone","Red Curry Fish with Jasmine Rice","36.42","524.58","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Blue Zone","Sautéed Bok Choy","0.64","8.21","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Blue Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Blue Zone","Crazy Bread with Marinara","4.6","141.93","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Green Zone","New England Clam Chowder","4.12","95.55","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Green Zone","Native 3 Sisters Bean Soup","2.2","66.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Purple Zone","Aggie Bar","9.96","178.96","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Chocolate Ganache Swirl Cheesecake","4.25","313.55","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Plain Brownie","3.4","260.82","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Triple Chocolate Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Red Zone","Fry-day Fry Bar!!!!","19.89","215.51","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Yellow Zone","Herb Roasted Tri Tip","29.85","255.15","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Yellow Zone","""Cheesy"" Nacho Bar","8.57","426.64","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Blue Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Blue Zone","Soy Glazed Cilantro Lime Cod with Jasmine Rice","32.81","447.43","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Blue Zone","Crazy Bread with Marinara","4.6","141.93","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Green Zone","New England Clam Chowder","4.12","95.55","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Green Zone","Native 3 Sisters Bean Soup","2.2","66.0","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Purple Zone","Aggie Bar","9.96","178.96","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Sticky Toffee Pudding Cake","3.15","199.5","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Dutch Apple Coffee Cake","1.92","204.57","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Triple Chocolate Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"cuarto","Friday","Dinner","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/cuarto/","2026-04-01T07:32:31.869329+00:00"
"latitude","Monday","Breakfast","Red Zone","Congee Rice Porridge","0.23","13.66","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Blue Zone","Pain Perdu","9.21","492.65","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Blue Zone","Plain Greek Yogurt","9.41","100.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Blue Zone","Turkish Cardamom Pistachio Yogurt","17.06","326.3","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Blue Zone","Fresh Fruit Salad","0.5","34.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Blue Zone","Chia Pudding","2.0","150.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Breakfast","Green Zone","Banh Mi Trung op la","47.51","870.99","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Red Zone","Gazpacho","1.38","63.79","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Red Zone","Fruit and Jicama Salad","1.09","73.95","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Red Zone","Coconut Rice","2.66","184.33","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Red Zone","Minestrone","1.63","37.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Red Zone","Masala Cauliflower Soup","1.32","66.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Yellow Zone","Chicken Tikka Masala","25.96","470.39","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Yellow Zone","Basmati Rice","4.05","206.92","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Blue Zone","Roasted Tomato Pasta",,,"https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Blue Zone","Garlic Loaf","8.77","298.24","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Green Zone","Vietnamese Chicken","25.92","200.37","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Green Zone","Brown Rice",,,"https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Green Zone","Stir-Fried Broccoli","2.98","72.9","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Green Zone","Baklava","6.08","365.03","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Lunch","Green Zone","Double Chocolate Cake","2.41","208.52","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Red Zone","Ceviche de Camarones","6.01","97.11","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Yellow Zone","Samosa with Chutney","8.61","500.08","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Yellow Zone","Pattani Varutadu","2.63","116.46","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Blue Zone","Gnocchi Alla Sorrentina","7.16","228.22","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Blue Zone","Garlic Loaf","8.77","298.24","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Green Zone","Xiang là Niúròu","26.43","341.28","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Green Zone","Jasmine Rice","2.89","147.73","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Green Zone","Baklava","6.08",,"https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Monday","Dinner","Green Zone","Double Chocolate Cake","2.41","208.52","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Red Zone","Congee Rice Porridge","0.23","13.66","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Red Zone","Bocadillo de Tortilla de Papas","31.59","624.43","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Blue Zone","Tartine à l'avocat","7.41","345.19","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Blue Zone","Plain Greek Yogurt","9.41","100.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Blue Zone","Turkish Cardamom Pistachio Yogurt","17.06","326.3","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Blue Zone","Fresh Fruit Salad","0.5","34.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Blue Zone","Chia Pudding","2.0","150.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Green Zone","Danish Aux Raisins","6.4","351.99","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Breakfast","Green Zone","Apricot Danish Stick","3.0","150.03","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Andino Bowl",,,"https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Pollo de Andino","19.47","142.78","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Soyrizo Fajita Mix","6.99","128.48","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Frijoles Sabrosos","5.97","112.52","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Arroz Amarillo Cubano","5.83","320.91","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Flour Tortillas","5.21","219.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Grandma Mary's Chicken Soup","5.31","53.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
"latitude","Tuesday","Lunch","Red Zone","Carrot Spiced Soup","0.88","48.0","https://housing.ucdavis.edu/dining/latitude/","2026-04-01T07:32:39.820172+00:00"
